NDB_No,Shrt_Desc,Water_(g),Energ_Kcal,Protein_(g),Lipid_Tot_(g),Ash_(g),Carbohydrt_(g),Fiber_TD_(g),Sugar_Tot_(g),Calcium_(mg),Iron_(mg),Magnesium_(mg),Phosphorus_(mg),Potassium_(mg),Sodium_(mg),Zinc_(mg),Copper_mg),Manganese_(mg),Selenium_(µg),Vit_C_(mg),Thiamin_(mg),Riboflavin_(mg),Niacin_(mg),Panto_Acid_mg),Vit_B6_(mg),Folate_Tot_(µg),Folic_Acid_(µg),Food_Folate_(µg),Folate_DFE_(µg),Choline_Tot_ (mg),Vit_B12_(µg),Vit_A_IU,Vit_A_RAE,Retinol_(µg),Alpha_Carot_(µg),Beta_Carot_(µg),Beta_Crypt_(µg),Lycopene_(µg),Lut+Zea_ (µg),Vit_E_(mg),Vit_D_µg,Vit_D_IU,Vit_K_(µg),FA_Sat_(g),FA_Mono_(g),FA_Poly_(g),Cholestrl_(mg),GmWt_1,GmWt_Desc1,GmWt_2,GmWt_Desc2,Refuse_Pct
27065,"DIP,BEAN,ORIGINAL FLAVOR",72.95,119,5.44,3.7,2.02,15.89,4.9,0.99,26,1.6,40,105,368,443,0.69,0.196,0.341,7.7,0.6,0.09,0.1,0.43,0.15,0.115,21,0,21,21,16.3,0,0,0,0,0,0,0,0,0,0.91,0,0,1.7,0.529,0.859,1.957,0,36,2 tbsp,259,"1 container, (9 oz)",0
27066,"SAUCE,HORSERADISH",35.83,503,1.09,50.89,2.14,10.05,1,8.98,12,0.23,6,19,44,730,0.17,0.018,0.045,2.2,0.2,0.05,0.045,0.115,0,0.037,1,0,1,1,38.4,0.09,66,17,17,2,4,2,0,51,4.19,0.2,10,90.9,8.233,13.087,29.169,50,5.6,1 tsp,,,0
27067,"SAUCE,OLD EL PASO,ENCHILADA,RED,MILD,READY TO SERVE",91.88,29,0.59,0.67,1.81,5.04,0.6,2.17,6,0.29,5,10,97,543,0.08,0.029,0.042,0.4,0.3,0.04,0.043,0.4,0.08,0.041,4,,4,,,,319,16,,34,161,27,1254,65,0.6,,,,0.1,0.051,0.247,,58,.25 cup,230,1 cup,0
27068,"DIP,FRITO'S,BEAN,ORIGINAL FLAVOR",72.95,119,5.44,3.7,2.02,15.89,4.9,0.99,26,1.6,40,105,368,443,0.69,0.196,0.341,7.7,,0.09,0.1,0.43,0.15,0.115,21,,21,,,,,,,,,,,,,,,,0.529,0.859,1.957,,36,2 tbsp,259,"1 container, (9oz)",0
28000,"KELLOGG'S,EGGO,MINI MUFFIN TOPS,CHOC CHIP",34.7,300,5.2,11.2,,45,1.2,18.5,217,3.9,18,351,84,582,0.5,,,,,0.33,0.37,4.3,,0.43,64,,,,,1.3,1087,326,,,,,,,0,0.1,2,,3.5,2.9,4,28,46,1 set,,,0
28001,"KELLOGG'S,EGGO,NUTRI-GRAIN FRZ FRUIT PIZZA,MXD BERRY GRANOLA",39.43,259,6.4,8.4,,41.4,3,11.5,47,1.1,14,51,72,262,0.4,,,,,0.14,0.08,0.8,,0.01,20,,,,,0,,,,,,,,,0,0,0,,3.8,1.6,1.9,8,150,1 pizza,,,0
28002,"KELLOGG'S,EGGO,NUTRI-GRAIN FRZ FRUIT PIZZA,STRAWBERRY GRANOL",40.8,266,6.5,8.1,,43.7,2.7,11.9,46,1.1,13,49,65,263,0.4,,,,,0.14,0.07,0.8,,0.01,18,,18,,,0,,,,,,,,,0,0,0,,3.7,1.6,1.9,7,150,1 pizza,,,0
28003,"KELLOGG'S,EGGO,PANCAKES,BLUEBERRY",44.94,245,5.3,7.4,,39.9,1,10.1,76,5.1,0,190,50,480,0,,,,,0.29,0.32,3.8,,0.38,57,,,,,1.1,952,286,,,,,,,0,0,0,,1.2,1.6,3.8,15,105,3 pancakes,,,0
28004,"KELLOGG'S,EGGO,PANCAKES,CHOC CHIP",43.84,253,5.5,8.2,,39.9,1.3,11.2,76,4.3,5,190,66,471,0.1,,,,,0.29,0.32,3.8,,0.38,57,,,,,1.1,952,286,,,,,,,0,0,0,,1.8,2,3.8,14,105,3 pancakes,,,0
28005,"KELLOGG'S,CINNABON,PANCAKES,CARAMEL",41.9,255,5,7.1,,43.4,1,15.6,57,4.3,0,190,48,456,0,,,,,0.29,0.32,3.8,,0.4,57,,,,,1.1,952,286,,,,,,,0,0,0,,1.2,1.6,3.6,14,105,3 pancakes,,,0
28006,"KELLOGG'S,CINNABON,PANCAKES,ORIGINAL",41.6,258,5,7.7,,43.1,1.1,14.9,76,4.3,0,190,50,456,0,,,,,0.29,0.32,3.8,,0.4,57,,,,,1.1,952,286,,,,,,,0,0,0,,1.6,1.7,3.6,14,105,3 pancakes,,,0
28007,"KELLOGG'S,EGGO,WAFFLERS,BROWN SUGAR CINN ROLL",27.1,331,4.8,11.6,,52.2,1.3,21,293,5.9,13,263,71,672,0.4,,,,,0.39,0.45,5.3,,0.53,72,,,,,1.6,1316,395,,,,,,,0,0,1,,3.4,2.9,4.6,12,76,2 waffles,,,0
28008,"KELLOGG'S,EGGO,WAFFLERS,STRAWBERRY STRUDEL",29.2,318,5,11,,50,1.2,16.8,293,5.9,13,263,71,691,0.4,,,,,0.39,0.45,5.3,,0.53,74,,,,,1.6,1316,395,,,,,,,0,0,1,,2.7,2.8,4.6,12,76,2 waffles,,,0
28009,"KELLOGG'S,EGGO,WAFFLES,BLUEBERRY",40.5,265,5.5,8.7,,41.7,1.1,9.1,357,6.4,15,279,71,520,0.4,,,,,0.43,0.49,5.7,,0.57,73,,,,,1.7,1429,429,,,,,,,0,0.1,2,,2.1,2.1,3.5,21,70,2 waffles,,,0
28010,"KELLOGG'S,EGGO,WAFFLES,BTTRMLK",39.75,278,6.6,10.9,,39,1.2,2.9,357,6.4,18,286,90,526,0.5,,,,,0.43,0.49,5.7,,0.57,86,,,,,1.7,1429,429,,,,,,,0,0.1,2,,2.7,2.8,4.6,25,70,2 waffles,,,0
28011,"KELLOGG'S,EGGO,WAFFLES,CINN TOAST",29.6,325,5.5,11.9,,49.5,1.4,18.2,272,6.8,15,277,76,524,0.4,,,,,0.49,0.55,6.5,,0.65,75,,,,,2.3,1630,489,,,,,,,0,0.1,2,,3.4,3.1,4.6,22,92,3 sets,,,0
28012,"KELLOGG'S,EGGO,FIBERPLUS WAFFLES,BTTRMLK",41,227,4.7,7.9,,41.8,13.2,4.7,500,6.4,14,311,66,559,0.4,,,,,0.43,0.49,5.7,,0.6,59,,,,,1.7,1429,429,,,,,,,0,0.1,2,,2.1,2,3.2,20,70,2 waffles,,,0
28013,"KELLOGG'S,EGGO,FIBERPLUS WAFFLES,CHOC CHIP",36.8,259,4.3,10.5,,44.4,12.9,10.9,357,6.4,18,256,76,503,4.3,,,,,0.43,0.49,5.7,,0.6,51,,,,,1.7,1429,429,,,,,,,4.05,0.1,2,,3.3,2.8,3.7,20,70,2 waffles,,,0
28014,"KELLOGG'S,EGGO,WAFFLES,FRENCH TOAST",35.1,305,5.8,12.2,,43.4,1.2,11.5,222,8,15,290,76,537,0.4,,,,,0.67,0.38,4.4,,0.44,77,,,,,2,2222,667,,,,,,,0,0.1,2,,4,2.9,4.6,26,45,1 waffle,,,0
28015,"KELLOGG'S,EGGO,WAFFLES,HOMESTYLE",39.43,278,6.6,10.55,,39.8,1.2,2.7,232,6.6,17,313,86,586,0.5,,,,,0.455,0.52,6.1,,0.61,90,,,,,1.8,1521,457,,,,,,,0,0.1,2,,2.6,2.75,4.45,26,70,2 waffles,93,"3 sets,  waffle minis",0
28016,"KELLOGG'S,EGGO PROT,WAFFLES,HOMESTYLE",36.9,281,10.8,10.2,,37,1.2,2.7,357,6.4,18,286,113,562,0.4,,,,,0.43,0.49,5.7,,0.57,57,,,,,1.7,1429,429,,,,,,,3.6,0,1,,2.5,2.6,4.2,29,70,2 waffles,,,0
28017,"KASHI,TLC,PITA CRISPS,SEA SALT",2.5,381,10.5,9.2,,72.4,14.7,5.4,,2.2,34,99,146,585,0.5,,,,,0.25,0.1,1.9,,0.08,19,,,,,0,,0,,,,,,,0,0,0,,0.9,4.4,2.9,0,31,11 crisps,,,0
28018,"KELLOGG'S,EGGO,NUTRI-GRAIN,WAFFLES,BLUEBERRY",39.25,257,6.2,7.8,,43.6,3.9,10,143,6.4,50,319,151,527,0.9,,,,,0.43,0.49,5.7,,0.57,59,,,,,1.7,1429,429,,,,,,,0,0,0,,1.8,1.9,3.3,0,70,2 waffles,,,0
28019,"KELLOGG'S,EGGO,NUTRI-GRAIN,WAFFLES,HONEY OAT",37.5,268,6.6,8.6,,44.1,3.8,10.5,184,6.4,26,286,139,544,0.6,,,,,0.43,0.49,5.7,,0.57,54,,,,,1.7,1429,429,,,,,,,0,0,0,,2,2.2,3.7,0,70,2 waffles,,,0
28020,"KASHI,TLC,PITA CRISPS,ZESTY SALSA",2.5,381,11,9.3,,71.6,15.3,2.9,,2.7,34,102,181,585,0.6,,,,,0.26,0.11,2.1,,0.1,20,,,,,0,497,149,,,,,,,0,0,0,,0.9,4.4,2.9,0,31,11 crisps,,,0
28021,"KELLOGG'S,EGGO,NUTRI-GRAIN,WAFFLES,ORIGINAL",44.3,239,6.6,8.3,,37.6,3.9,3.6,143,6.4,51,286,157,567,0.9,,,,,0.43,0.49,5.7,,0.57,57,,,,,1.7,1429,429,,,,,,,0,0,0,,2,2.1,3.7,0,70,2 waffles,,,0
28022,"KELLOGG'S,EGGO SEASONS,WAFFLES,PUMPKIN SPICE",37.5,296,5.5,12.2,,41.4,1.5,9.2,143,6.4,23,325,86,540,0.4,,,,,0.43,0.49,5.7,,0.57,75,,,,,1.7,1429,429,,,,,,,0,0,1,,3.1,3.1,5.2,16,70,2 waffles,,,0
28023,"KELLOGG'S,SIMPLY EGGO,ORIGINAL",36.6,294,6.2,10.9,,43.3,1.3,5.9,,6.4,14,286,79,636,0.4,,,,,0.43,0.49,5.7,,0.57,86,,,,,1.7,1429,429,,,,,,,0,0,0,,2.8,2,4.9,26,70,2 waffles,,,0
28024,"KELLOGG'S,EGGO,WAFFLES,STRAWBERRY",40.9,265,5.5,8.7,,41.6,1.1,9.3,143,6.4,14,281,71,525,0.4,,,,,0.43,0.49,5.7,,0.57,73,,,,,1.7,1429,429,,,,,,,0,0.1,2,,2.1,2.2,3.5,21,70,2 waffles,,,0
28025,"KELLOGG'S,EGGO,THICK & FLUFFY,WAFFLES,BROWN SUGAR",33.6,307,5.8,11.9,,44.5,1.1,15.8,455,8.2,16,342,89,490,0.3,,,,,0.55,0.62,7.3,,0.73,66,,,,,2.2,1818,546,,,,,,,0,0,0,,3.2,3.1,5,0,55,1 waffle,,,0
28026,"KELLOGG'S,EGGO,THICK & FLUFFY,WAFFLES,ORIGINAL",38.23,295,6.5,13.6,,37.4,1.1,4.7,455,8.2,16,368,92,553,0.4,,,,,0.55,0.62,7.3,,0.73,76,,,,,2.2,1818,546,,,,,,,0,0,0,,3.3,3.5,6,0,55,1 waffle,,,0
28027,"FAMOUS AMOS,CHOC CHIP COOKIES",2.5,503,4.5,24.1,,67.7,2.8,32.4,,1.2,33,49,182,359,0.5,,,,,0.33,0.18,2,,,67,,,,,,,,,,,,,,,,,,9.6,5.8,7.1,8,29,4 cookies,,,0
28028,"FAMOUS AMOS,CHOC CHIP PECAN COOKIES",2.5,519,5.8,27,,63.8,3.3,31.8,,2.5,47,106,183,356,1,,,,,0.34,0.21,2.3,,0.04,60,,,,,,,,,,,,,,,,,,9.7,8.1,7.4,7,29,4 cookies,,,0
28029,"GIRL SCOUTS,CARAMEL DULCE DE LECHE COOKIES",2.5,520,5.1,27.1,,64.8,1.3,29.6,,2.3,11,58,62,225,0.4,,,,,0.37,0.25,2.8,,0.02,72,,,,,,,,,,,,,,,,,,11.2,5.6,8.6,0,30,4 cookies,,,0
28030,"GIRL SCOUTS,CHALET COOKIES",2.8,478,4.2,19.1,,72.3,1.5,35.4,,3.3,10,43,68,247,0.5,,,,,0.28,0.19,2.2,,0.02,80,,,,,,,,,,,,,,,,,,6.4,4.2,6.9,0,36,3 cookies,,,0
28031,"GIRL SCOUTS,DO-SI-DOS COOKIES",3,478,8.1,21.4,,66,3.7,31.1,,3.4,,31,149,301,,,,,,0.26,0.15,10.2,,,46,,,,,,,,,,,,,,,,,,5.9,6.5,7.3,0,24,2 cookies,,,0
28032,"GIRL SCOUTS,SAMOAS COOKIES",5.7,489,3.5,25.8,,64.1,4.4,35.8,,3.2,30,76,195,182,0.5,,,,,0.14,0.12,1.2,,0.05,28,,,,,,,,,,,,,,,,,,17.7,2.8,3.7,2,29,2 cookies,,,0
28033,"GIRL SCOUTS,TAGALONGS COOKIES",1.8,558,8.1,35.3,,52.2,3.5,30.9,,2.1,17,37,217,371,0.2,,,,,0.14,0.09,4.5,,,63,,,,,,,,,,,,,,,,,,19.2,8.4,6.3,0,25,2 cookies,,,0
28034,"GIRL SCOUTS,THANK U BERRY MUNCH COOKIES",3.5,491,4.6,21.6,,70,1.8,28.9,,2.3,2,42,22,305,,,,,,0.31,0.21,2.6,,,62,,,,,,,,,,,,,,,0,1,,7.8,4.5,7.2,0,25,2 cookies,,,0
28035,"GIRL SCOUTS,THIN MINTS COOKIES",2,502,4.5,24.2,,67.3,2.3,32,,3,25,75,95,380,0.3,,,,,0.29,0.19,2.5,,,58,,,,,,,,,,,,,,,,,,16.5,2.6,3.6,0,32,4 cookies,,,0
28036,"GIRL SCOUTS,TREFOILS COOKIES",2.5,498,5.7,22.9,,68,1.6,20.7,,3,1,15,22,343,0.1,,,,,0.43,0.29,3.6,,,86,,,,,,,,,,,,,,,,,,7.3,5.1,8.1,1,33,5 cookies,,,0
28037,"JACKSON'S,OLD FASHIONED LEMON JUMBLE COOKIES",4,469,5.7,18.1,,71.7,1.4,31.6,,2.6,12,119,61,334,0.4,,,,,0.42,0.27,3.2,,0.02,83,,,,,,,,,,,,,,,,,,5.9,4.1,6.7,6,32,3 cookies,,,0
28038,"JACKSON'S,OLD FASHIONED VANILLA WAFERS",4.5,453,5,15.4,,74,1.1,33.9,,2.6,10,69,63,390,0.4,,,,,0.35,0.24,3,,0.02,92,,,,,,,,,,,,,,,,,,4.9,3.4,5.8,11,30,8 cookies,,,0
28039,"KASHI,TLC,HAPPY TRAIL MIX COOKIES",9.04,451,8.1,18.1,0.89,63.86,13.7,26.6,,,60,186,241,249,1.1,,,,,0.2,0.07,1.4,,0.06,9,,9,,,0,,,,,,,,,,0,0,,4.1,7.8,5.6,0,30,1 cookie,,,0
28040,"KASHI,TLC,OATMEAL DK CHOC COOKIES",8,426,7.2,16.3,,67,12.2,27.2,,,,,216,222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2,7.8,4,0,30,1 cookie,,,0
28041,"KASHI,TLC,OATMEAL RAISIN FLAX COOKIES",8.5,414,7.7,15.2,,67,12.8,24.8,,,62,200,273,236,1,,,,,0.16,0.08,0.9,,0.08,12,,12,,,0,,,,,,,,,,0,0,,1.6,6.7,6.4,0,30,1 cookie,,,0
28043,"KEEBLER,ANIMALS,COOKIES",2.8,450,5.6,14.2,,75.3,1.4,25.4,375,3.3,13,92,74,468,0.4,,,,,0.42,0.26,3.3,,0.02,98,,,,,,,0,,,,,,,,,,,4.5,3.2,5.3,0,40,"1 package,  1 serving",,,0
28044,"KEEBLER,ANIMALS,FRSTD COOKIES",2,506,3,24.1,,70,0.9,41.1,,,,5,96,257,,,,,,0.28,0.15,1.7,,,59,,,,,,,,,,,,,,,,,,16.2,2.4,4.5,0,31,"8 cookies,  1 serving",40,"1 package,  (40 g)",0
28045,"KEEBLER,ANIMALS,ICED COOKIES",3.75,459,5.6,15.6,,74.2,1.6,26.7,,3.1,12,61,66,337,0.4,,,,,0.42,0.27,3.6,,0.02,110,,,,,,,,,,,,,,,,,,5,3.5,5.8,0,30,"6 cookies,  1 serving",40,"1 package,  (40 g)",0
28046,"KEEBLER,ANIMALS,CRACKERS",2.8,450,5.6,14.2,,75.3,1.4,25.4,345,3.3,13,92,74,468,0.4,,,,,0.42,0.26,3.3,,0.02,98,,,,,,,,,,,,,,,,,,4.5,3.2,5.3,0,29,"8 crackers,  1 serving",,,0
28047,"KEEBLER,BAKER'S TREASURES,CHOC CHIP COOKIE,SOFT",8.5,437,5.3,16,,69.9,2.4,36.2,,3.3,31,79,135,348,0.6,,,,,0.35,0.31,2.6,,0.02,66,,,,,,,,,,,,,,,,,,6.3,4,4.6,7,32,2 cookies,,,0
28048,"KEEBLER,BAKER'S TREASURES,OATMEAL RAISIN COOKIE,SOFT",9.5,420,6.1,14.4,,69.1,3.6,32.3,,2.6,10,45,180,321,0.2,,,,,0.29,0.27,2.2,,0.03,48,,,,,,,,,,,,,,,,,,4.6,3.3,5.3,11,32,2 cookies,,,0
28049,"KEEBLER,CHS & CHEDDAR SNDWCH CRACKERS",2.7,502,8.1,25.9,,59.5,1.3,13.4,159,3.2,12,176,274,760,,,,,,0.41,0.27,3.5,,,108,,,,,,,,,,,,,,,,,,6.4,5.5,12.2,4,39,1 package,,,0
28050,"KEEBLER,CLUB & CHEDDAR SNDWCH CRACKERS",2.7,494,8.4,24,,61.3,1.3,14.1,155,3.2,12,138,293,756,,,,,,0.42,0.27,3.6,,,110,,,,,,,,,,,,,,,,,,6.1,5,11.1,4,39,1 package,,,0
28051,"KEEBLER,CHS ON WHEAT SNDWCH CRACKERS",2.7,499,8.4,25.4,,59.8,1.8,14.2,151,3,10,195,301,790,,,,,,0.39,0.25,3.5,,,99,,,,,,,,,,,,,,,,,,6.3,5.3,11.9,4,39,1 package,,,0
28052,"KEEBLER,CHIPS DELUXE,CHOC LOVERS COOKIES",3,508,5.5,27.2,,63,3.1,34,,3.6,52,154,200,417,0.9,,,,,0.28,0.2,2.1,,0.02,55,,,,,,,,,,,,,,,0.2,7,,11.7,7.2,6.8,7,32,2 cookies,,,0
28053,"KEEBLER,CHIPS DELUXE,CHOC MALT CHUNK COOKIES",2.7,537,4.7,30.4,,61.8,1.7,31.6,,2.5,24,61,94,342,0.5,,,,,0.3,0.2,2.2,,0.02,58,,,,,,,,,,,,,,,,,,13.8,5.9,8.2,9,31,2 cookies,,,0
28054,"KEEBLER,CHIPS DELUXE,COCNT COOKIES",2.5,530,5.7,29.3,,61.5,3.7,28.4,,2.5,28,75,147,293,0.5,,,,,0.3,0.2,2.2,,0.04,56,,,,,,,,,,,,,,,,,,14.1,5.5,7.7,0,30,2 cookies,,,0
28055,"KEEBLER,CHIPS DELUXE,DK CHOC CHUNK COOKIES",2.8,518,4.3,27.5,,64,2.6,31.2,,2.8,33,47,173,437,0.5,,,,,0.33,0.17,2,,,65,,,,,,,,,,,,,,,0.3,12,,11,6.9,8.1,7,32,2 cookies,,,0
28056,"KEEBLER,CHIPS DELUXE,MINI CHOC CHIP COOKIES",2.7,498,5.2,23.1,,68,2.4,31,,3.6,36,76,153,418,0.8,,,,,0.35,0.21,2.7,,0.02,78,,,,,,,,,,,,,,,,,,9.2,5.8,6.6,10,34,1 pouch,,,0
28057,"KEEBLER,CHIPS DELUXE,OATMEAL CHOC CHIP COOKIES",3,500,6.4,24.1,,65.3,4.4,32.3,,3.2,39,76,185,332,0.6,,,,,0.27,0.16,1.8,,,42,,,,,,,,,,,,,,,,,,9.4,6.3,6.9,0,31,2 cookies,,,0
28058,"KEEBLER,CHIPS DELUXE,ORIGINAL CHOC CHIP COOKIES",2.8,517,5.5,28.3,,62.7,2.9,30.1,,3.6,47,95,171,350,0.8,,,,,0.32,0.21,2.4,,0.02,62,,,,,,,,,,,,,,,,,,11.1,7.2,8.2,9,30,2 cookies,,,0
28059,"KEEBLER,CHIPS DELUXE,PNUT BUTTER CUPS COOKIES",3,519,6,28.9,,60.8,2.3,30.2,,1.3,29,54,162,285,0.5,,,,,0.32,0.17,2.6,,0.01,64,,,,,,,,,,,,,,,,,,12.8,6.4,7.7,2,32,2 cookies,,,0
28060,"KEEBLER,CHIPS DELUXE,RAINBOW CHOC CHIP COOKIES",2.5,502,5.1,25.5,,65,2.4,33.5,,3,25,57,110,332,0.6,,,,,0.28,0.18,2.3,,0.01,64,,,,,,,,,,,,,,,,,,10.4,5.2,6.9,11,31,2 cookies,,,0
28061,"KEEBLER,CHIPS DELUXE,RAINBOW CHOC CHIP COOKIES,BITE SIZE",2.35,505,4.75,23.9,,68.55,1.7,35.3,,2.7,18,40,110,311,0.25,,,,,0.3,0.185,2.2,,0.01,71,,,,,,,,,,,,,,0.45,0,0,,9.65,4.95,7.65,3,28,"5 cookies,  1 serving",40,"1 package,  (40 g)",0
28062,"KEEBLER,CHIPS DELUXE,SOFT 'N CHEWY CHOC CHIP COOKIES",6,464,4.2,20.7,,67.4,2.5,29.9,,1.2,25,37,180,349,0.2,,,,,0.33,0.18,2,,,68,,,,,,,,,,,,,,,,,,8.5,4.6,6,5,31,2 cookies,,,0
28064,"KEEBLER,CLUB,DASH OF SALT CRACKERS",2.5,490,6.8,22.4,,66.3,2.1,7.3,,4.2,22,273,228,432,0.7,,,,,0.56,0.34,4.5,,0.03,129,,,,,0,,,,,,,,,0,0,0,,3.6,5.4,12.8,0,14,4 crackers,,,0
28065,"KEEBLER,CLUB,MINIS ORIGINAL CRACKERS",2.5,479,6,21.2,,66.4,2.2,8,,4.7,13,259,89,972,0.6,,,,,0.4,0.27,3.2,,0.02,114,,,,,,,,,,,,,,,,,,4.8,5.1,9.9,0,15,17 crackers,,,0
28066,"KEEBLER,CLUB,MINIS MULTIGRAIN CRACKERS",2,470,7.3,19.8,,67.4,3.7,10.7,,4.5,39,221,153,876,1.3,,,,,0.38,0.26,3.1,,0.1,100,,,,,0,,,,,,,,,0,0,0,,4.5,4.8,9.2,0,15,17 crackers,,,0
28067,"KEEBLER,CLUB,MULTIGRAIN CRACKERS",2.5,466,7.1,20.4,,65.9,3.5,12,,,29,292,171,883,,,,,,0.52,0.28,3.4,,,103,,,,,,,,,,,,,,,,,,3.3,5,11.8,0,14,4 crackers,,,0
28068,"KEEBLER,CLUB,ORIGINAL CRACKERS",2,486,5.5,22.1,,66.2,1.9,8.9,,,,221,111,909,,,,,,0.58,0.3,3.5,,,120,,,,,,,,,,,,,,,,,,3.6,5.4,12.9,0,14,4 crackers,,,0
28069,"KEEBLER,CLUB,RED FAT CRACKERS",2,441,6.1,13.9,,73.1,2,10.1,,,,254,122,938,,,,,,0.64,0.34,3.85,,,132,,,,,,,,,,,,,,,,,,2.4,3.3,8.1,0,16,5 crackers,,,0
28070,"KEEBLER,CLUB CRACKERS,SNACK STKS,HONEY WHEAT",2.2,471,6.5,21.3,,66,3.1,14,,,,,88,890,,,,,,0.4,0.3,3.4,,,74,,,,,,,,,,,,,,,,,,3.5,7.7,8.8,,29,12 crackers,,,0
28071,"KEEBLER,CLUB CRACKERS,SNACK STKS,ORIGINAL",2.2,475,6,22.2,,65,2.4,9.5,,,,,105,1106,,,,,,0.5,0.3,4,,,88,,,,,,,,,,,,,,,,,,3.7,8,9.2,,29,12 crackers,,,0
28072,"KEEBLER,COUNTRY STYLE OATMEAL COOKIES W/ RAISINS",4,482,6.5,21.3,,67,3.6,29.9,,2.2,9,41,141,362,0.2,,,,,0.31,0.19,2,,0.02,48,,,,,,,,,,,,,,,,,,6.9,5,7.9,0,28,2 cookies,,,0
28073,"KEEBLER,DANISH WEDDING COOKIES",4,504,3.9,24.1,,68.3,2.6,37.9,,2.1,17,55,84,267,0.2,,,,,0.23,0.14,1.8,,0.02,45,,,,,,,,,,,,,,,,,,11.6,3.8,5.8,0,26,4 cookies,,,0
28074,"KEEBLER,E.L. FUDGE,BUTTER FLAV COOKIES",2.5,482,5.5,20.5,,70,3.4,33.9,,3.2,22,63,143,275,0.6,,,,,0.31,0.22,2.5,,0.02,79,,,,,,,,,,,,,,,,,,7,4,8,12,36,2 cookies,,,0
28075,"KEEBLER,E.L. FUDGE,DOUBLE STUFFED COOKIES",2,512,4.6,24.8,,67.6,4.1,38.5,,2.6,,64,135,266,,,,,,0.28,0.18,2.14,,,61,,,,,,,,,,,,,,,,,,10.5,4.3,9.6,10,35,2 cookies,,,0
28076,"KEEBLER,FUDGE SHOPPE,CHEESECAKE MIDDLES,DK CHOC",2,506,4.4,26.5,,64.7,4.1,33.7,,3.5,24,41,232,320,0.1,,,,,0.22,0.12,1.7,,,32,,,,,,,,,,,,,,,,,,14.1,3.9,7.1,1,26,3 cookies,,,0
28077,"KEEBLER,FUDGE SHOPPE,CHEESECAKE MIDDLES,ORIGINAL GRAHAM COOK",2,507,4.2,26.2,,65.5,3.2,33.2,,2.6,8,21,198,259,0.1,,,,,0.25,0.12,1.7,,,35,,,,,,,,,,,,,,,,,,13.8,3.7,7.3,1,26,3 cookies,,,0
28078,"KEEBLER,FUDGE SHOPPE,MINT CREME MIDDLES,CHOC GRAHAM COOKIES",1.4,516,4.3,27.2,,65.4,3.2,38.9,,1.7,41,83,221,283,0.5,,,,,0.21,0.13,2,,0.05,38,,,,,,,,,,,,,,,,,,15.6,3.7,6.6,0,26,3 cookies,,,0
28079,"KEEBLER,FUDGE SHOPPE,COCNT DREAMS COOKIES",6,499,3.5,28,,61.4,3.3,34.5,,1.9,23,67,125,193,0.6,,,,,0.16,0.12,1.3,,0.05,31,,,,,,,,,,,,,,,,,,20.7,2.6,3.1,2,28,2 cookies,,,0
28080,"KEEBLER,FUDGE SHOPPE,DELUXE GRAHAMS COOKIES",2,511,4,25.8,,66.6,2.2,37.3,,,16,87,267,265,0.2,,,,,0.27,0.15,1.7,,,50,,,,,,,,,,,,,,,0,1,,17.2,2.7,4.9,1,27,3 pieces,,,0
28081,"KEEBLER,FUDGE SHOPPE,CARAMEL FILLED COOKIES",3.5,506,2.9,25.4,,66.7,1.6,42,,1.5,23,61,96,138,0.4,,,,,0.11,0.1,0.9,,,22,,,,,,,,,,,,,,,,,,17.9,2.6,3.4,3,30,2 cookies,,,0
28082,"KEEBLER,FUDGE SHOPPE,PNUT CREME FILLED COOKIES",2,537,7.2,31.1,,57.6,3.3,30.3,,2.7,25,62,196,354,0.3,,,,,0.19,0.13,1.8,,,62,,,,,,,,,,,,,,,,,,16.9,6.8,6,0,30,2 cookies,,,0
28083,"KEEBLER,FUDGE SHOPPE,TRIPLE FUDGE FILLED COOKIES",1.2,533,3.6,29.4,,64.2,3,42.7,,3.2,45,91,173,235,0.5,,,,,0.15,0.1,1.2,,,28,,,,,,,,,,,,,,,,,,17.1,4.3,6.3,0,31,2 cookies,,,0
28084,"KEEBLER,FUDGE SHOPPE,FUDGE-DIPPED ICE CRM CUPS",1,485,6,18.8,,73.1,2.2,25.7,,,,55,78,136,,,,,,0.44,0.26,3.52,,,101,,,,,,,,,,,,,,,,,,16.8,0.5,1.1,0,8,1 cup,,,0
28085,"KEEBLER,FUDGE SHOPPE,FUDGE GRAHAMS,1/2 DIPPED,RED FAT",2.5,470,5.6,17,,73.7,3.2,34.1,,4.8,4,147,206,324,0.8,,,,,0.39,0.2,2.5,,,71,,,,,,,,,,,,,,,,,,10,1.9,3.9,1,27,4 cookies,,,0
28086,"KEEBLER,FUDGE SHOPPE,FUDGE STKS",1,529,2.6,27.1,,68.8,1.3,53,,1.3,19,49,184,131,0.3,,,,,0.14,0.11,1.1,,0.01,27,,,,,,,,,,,,,,,0,1,,16.9,3.2,5.9,0,29,3 cookies,,,0
28087,"KEEBLER,FUDGE SHOPPE,FUDGE STRIPES,DK CHOC",1.77,487,4.3,21.5,,70.1,3.1,39.9,,2.1,43,68,360,370,0.4,,,,,0.27,0.18,2,,0.01,57,,,,,,,,,,,,,,,0.1,2,,14.5,2.5,3.8,0,31,3 cookies,,,0
